,searchTerms,rank,title,snippet,displayLink,link,queryTime,totalResults,count,cx,formattedSearchTime,formattedTotalResults,inputEncoding,outputEncoding,safe,searchTime,startIndex
0,trpohydeals,,,,,,2022-09-05 08:31:18.365927+00:00,0,10,577780f8cbc994d7e,0.11,0,utf8,utf8,off,0.112153,1
